Filename,Voltage (V),Current (A)
B_1mHz.xlsx,-0.25056,-43.00929
B_1mHz.xlsx,-0.25493,-44.33542
B_1mHz.xlsx,-0.25493,-44.33542
B_1mHz.xlsx,-0.25926,-45.70755
B_1mHz.xlsx,-0.25926,-45.70755
B_1mHz.xlsx,-0.26355,-47.08172
B_1mHz.xlsx,-0.26355,-47.08172
B_1mHz.xlsx,-0.2678,-48.47269
B_1mHz.xlsx,-0.2678,-48.47269
B_1mHz.xlsx,-0.272,-49.87556
B_1mHz.xlsx,-0.272,-49.87556
B_1mHz.xlsx,-0.27617,-51.3015
B_1mHz.xlsx,-0.27617,-51.3015
B_1mHz.xlsx,-0.28029,-52.78036
B_1mHz.xlsx,-0.28029,-52.78036
B_1mHz.xlsx,-0.28436,-54.40398
B_1mHz.xlsx,-0.28436,-54.40398
B_1mHz.xlsx,-0.28839,-56.16518
B_1mHz.xlsx,-0.28839,-56.16518
B_1mHz.xlsx,-0.29238,-58.00247
B_1mHz.xlsx,-0.29238,-58.00247
B_1mHz.xlsx,-0.29632,-59.74297
B_1mHz.xlsx,-0.29632,-59.74297
B_1mHz.xlsx,-0.30021,-61.31403
B_1mHz.xlsx,-0.30021,-61.31403
