Filename,Voltage (V),Current (A)
s8a 1mhz.xlsx,0.76498,1.59941e-09
s8a 1mhz.xlsx,0.75998,1.59448e-09
s8a 1mhz.xlsx,0.75998,1.59448e-09
s8a 1mhz.xlsx,0.755,1.5859e-09
s8a 1mhz.xlsx,0.755,1.5859e-09
s8a 1mhz.xlsx,0.75,1.58404e-09
s8a 1mhz.xlsx,0.75,1.58404e-09
s8a 1mhz.xlsx,0.74499,1.57171e-09
s8a 1mhz.xlsx,0.74499,1.57171e-09
s8a 1mhz.xlsx,0.73998,1.57007e-09
s8a 1mhz.xlsx,0.73998,1.57007e-09
s8a 1mhz.xlsx,0.73497,1.56988e-09
s8a 1mhz.xlsx,0.73497,1.56988e-09
s8a 1mhz.xlsx,0.73,1.55703e-09
s8a 1mhz.xlsx,0.73,1.55703e-09
s8a 1mhz.xlsx,0.725,1.5533e-09
s8a 1mhz.xlsx,0.725,1.5533e-09
s8a 1mhz.xlsx,0.71999,1.55081e-09
s8a 1mhz.xlsx,0.71999,1.55081e-09
s8a 1mhz.xlsx,0.71497,1.5409e-09
s8a 1mhz.xlsx,0.71497,1.5409e-09
s8a 1mhz.xlsx,0.71,1.53944e-09
s8a 1mhz.xlsx,0.71,1.53944e-09
s8a 1mhz.xlsx,0.705,1.53193e-09
s8a 1mhz.xlsx,0.705,1.53193e-09
s8a 1mhz.xlsx,0.69999,1.52367e-09
s8a 1mhz.xlsx,0.69999,1.52367e-09
